Layer Number,absolute_image_capture_timestamp,actual_ventilator_flow_rate,bottom_chamber_temperature,bottom_flow_rate,bottom_flow_temperature,build_chamber_position,build_plate_temperature,build_time,gas_loop_oxygen,glass_scale_temperature,laser_rail_temperature,layer_times,module_oxygen,powder_chamber_position,target_ventilator_flow_rate,top_chamber_temperature,top_flow_rate,top_flow_temperature,ventilator_speed
1403,1679098200,39.97415,29,39.974426,44,70.15,29,66.05487,1.71E-06,30,26,138.295,0,210.45,40,29,100.37347,30,36.426544
1404,1679098400,39.978554,29,39.974995,44,70.2,29,66.093285,1.71E-06,30,25,133.903,0,210.6,40,29,100.1923,30,36.42674
1405,1679098500,39.963634,29,39.9732,44,70.25,29,66.130486,1.71E-06,30,26,136.718,0,210.75,40,29,100.07717,30,36.378216
1406,1679098600,39.986244,29,39.99086,44,70.3,29,66.16846,1.71E-06,30,26,140.046,0,210.9,40,29,100.141304,30,36.397163
1407,1679098900,39.953922,29,39.97236,44,70.35,29,66.20736,1.71E-06,30,25,129.9,0,211.05,40,29,99.72891,30,36.362595
1408,1679099000,39.995796,29,40.00128,44,70.4,29,66.24345,1.71E-06,30,26,138.516,0,211.2,40,29,100.030716,30,36.412586
1409,1679099100,39.984386,29,39.97633,44,70.45,29,66.28192,1.71E-06,30,26,138.655,0,211.35,40,29,100.14451,30,36.440163
1410,1679099300,39.990734,29,39.99494,44,70.5,29,66.320435,1.71E-06,30,26,131.198,0,211.5,40,29,99.96662,30,36.411465
1411,1679099400,39.981277,29,39.985065,44,70.55,29,66.35688,1.71E-06,30,26,138.981,0,211.65,40,29,100.09323,30,36.4196
1412,1679099500,39.985565,29,39.98325,44,70.6,29,66.395485,1.71E-06,29,25,135.166,0,211.8,40,29,100.155174,30,36.417553
1413,1679099600,39.96206,29,39.96893,44,70.65,29,66.43303,1.71E-06,30,26,135.972,0,211.95,40,29,99.82493,30,36.367786
1414,1679099800,39.97394,29,39.976414,44,70.7,29,66.4708,1.71E-06,30,25,139.683,0,212.1,40,29,100.09924,30,36.36009
1415,1679099900,39.964443,29,39.969795,44,70.75,29,66.509605,1.71E-06,30,26,131.156,0,212.25,40,29,100.00953,30,36.37472
1416,1679100000,39.96992,29,39.969788,44,70.8,29,66.546036,1.71E-06,30,26,138.773,0,212.4,40,29,100.12929,30,36.385223
1417,1679100200,39.98023,29,39.998993,44,70.85,29,66.58459,1.71E-06,29,25,138.038,0,212.55,40,29,100.22163,30,36.431164
1418,1679100300,39.966244,29,39.962166,44,70.9,29,66.622925,1.71E-06,29,25,130.962,0,212.7,40,29,100.14401,30,36.39956
1419,1679100400,39.994865,29,39.9955,44,70.95,29,66.6593,1.71E-06,29,26,139.388,0,212.85,40,29,100.28846,30,36.37671
1420,1679100500,39.95945,29,39.95859,44,71,29,66.69802,1.71E-06,29,25,136.667,0,213,40,29,100.294266,30,36.395107
1421,1679100700,39.992603,29,39.990246,44,71.05,29,66.735985,1.71E-06,29,26,135.172,0,213.15,40,29,100.0834,30,36.347282
1422,1679100900,39.9893,29,39.98849,44,71.1,29,66.77354,1.71E-06,29,26,139.148,0,213.3,40,29,100.22465,31,36.412727
1423,1679101000,39.979797,29,39.984436,44,71.15,29,66.81219,1.71E-06,30,26,131.894,0,213.45,40,29,100.08401,30,36.373695
1424,1679101200,39.973366,29,39.98091,44,71.2,29,66.84882,1.71E-06,29,26,138.045,0,213.6,40,29,100.05777,31,36.39697
1425,1679101300,39.987118,29,39.996475,44,71.25,29,66.88717,1.71E-06,30,26,139.519,0,213.75,40,29,100.1865,30,36.400406
1426,1679101400,39.955456,29,39.96299,44,71.3,29,66.92593,1.71E-06,30,26,129.417,0,213.9,40,29,99.947136,30,36.389538
1427,1679101600,39.99433,29,40.0019,44,71.35,29,66.961876,1.71E-06,29,26,139.55,0,214.05,40,29,99.992065,30,36.382652
1428,1679101700,39.987095,29,39.984344,44,71.4,29,67.00064,1.71E-06,29,26,137.1,0,214.2,40,29,99.91409,30,36.323368
1429,1679101800,39.96489,29,39.97907,44,71.45,29,67.03872,1.71E-06,29,26,134.314,0,214.35,40,29,99.93494,30,36.365944
1430,1679102000,39.98592,29,39.997902,44,71.5,29,67.076035,1.71E-06,30,26,139.227,0,214.5,40,29,99.90949,30,36.333145
1431,1679102100,39.983215,29,39.982014,44,71.55,29,67.11471,1.71E-06,29,26,132.344,0,214.65,40,29,100.07959,30,36.339428
1432,1679102200,39.986977,29,39.988243,44,71.6,29,67.15147,7.61E-06,29,26,138.215,0,214.8,40,29,100.16365,30,36.366295
1433,1679102300,39.9701,29,39.978886,44,71.65,29,67.18986,7.61E-06,30,26,139.416,0,214.95,40,29,100.130486,30,36.34172
1434,1679102500,39.976063,29,39.98002,44,71.7,29,67.228584,7.61E-06,30,25,127.771,0,215.1,40,29,100.34481,30,36.375214
1435,1679102600,39.98025,29,39.983128,44,71.75,29,67.26408,7.61E-06,29,26,139.891,0,215.25,40,29,100.46021,30,36.420643
1436,1679102700,39.97126,29,39.98115,44,71.8,29,67.30294,7.61E-06,29,26,137.922,0,215.4,40,29,100.238304,30,36.37905
1437,1679102800,39.967194,29,39.980915,44,71.85,29,67.34125,7.61E-06,29,25,133.3,0,215.55,40,29,100.21865,30,36.3444
1438,1679103100,39.954193,29,39.957138,44,71.9,29,67.37828,7.61E-06,29,26,137,0,215.7,40,29,100.35419,30,36.37764
1439,1679103200,39.976734,29,39.974846,44,71.95,29,67.416336,7.61E-06,30,26,133.109,0,215.85,40,29,100.06182,30,36.369263
1440,1679103400,39.96896,29,39.97496,44,72,29,67.45331,7.61E-06,29,26,136.757,0,216,40,29,100.00831,30,36.34759
1441,1679103500,39.979507,29,39.99753,44,72.05,29,67.491295,7.61E-06,29,26,140,0,216.15,40,29,99.96639,30,36.36062
1442,1679103600,39.982063,29,39.96845,44,72.1,29,67.53018,3.69E-05,30,26,128.191,0,216.3,40,29,100.1138,30,36.412632
1443,1679103700,39.97588,29,39.97269,44,72.15,29,67.565796,3.69E-05,29,26,138.848,0,216.45,40,29,99.99834,30,36.370037
1444,1679103900,39.976234,29,39.98846,44,72.2,29,67.60436,3.69E-05,30,26,137.895,0,216.6,40,29,99.88271,30,36.3574
1445,1679104000,39.98164,29,39.977848,44,72.25,29,67.64267,4.67E-06,30,26,131.712,0,216.75,40,29,99.949585,30,36.362663
1446,1679104100,39.972675,29,39.97637,44,72.3,29,67.67925,4.67E-06,29,25,138.233,0,216.9,40,29,99.80394,30,36.358646
1447,1679104300,39.966743,29,39.97733,44,72.35,29,67.71765,4.67E-06,29,26,134.383,0,217.05,40,29,99.90994,30,36.354527
1448,1679104400,39.967426,29,39.9723,44,72.4,29,67.75498,4.67E-06,30,26,136.786,0,217.2,40,29,100.00438,30,36.40971
1449,1679104500,39.97611,29,39.978977,44,72.45,29,67.79298,4.67E-06,29,26,139.143,0,217.35,40,29,100.08034,30,36.365387
1450,1679104600,39.980015,29,39.985794,44,72.5,29,67.83163,4.67E-06,30,26,129.846,0,217.5,40,29,100.08804,30,36.300716
1451,1679104800,39.958675,29,39.967533,44,72.55,29,67.8677,4.67E-06,30,26,138.597,0,217.65,40,29,100.05561,30,36.314682
1452,1679104900,39.96003,28,39.971886,44,72.6,28,67.9062,4.67E-06,29,26,138.588,0,217.8,40,29,100.33517,30,36.403873
1453,1679105000,39.955505,29,39.958332,44,72.65,29,67.944695,2.01E-05,30,26,130.556,0,217.95,40,29,100.332565,30,36.356426
1454,1679105200,39.96664,28,39.96925,44,72.7,28,67.98096,2.01E-05,29,25,139.156,0,218.1,40,29,100.23158,30,36.38586
1455,1679105400,39.987656,29,39.991352,44,72.75,29,68.01961,2.01E-05,29,26,135.344,0,218.25,40,29,100.19539,30,36.36391
1456,1679105500,39.97526,29,39.969078,44,72.8,29,68.057205,2.01E-05,29,26,135.783,0,218.4,40,29,100.175026,30,36.34226
1457,1679105700,39.975117,28,39.98571,44,72.85,28,68.094925,9.66E-06,29,26,139.773,0,218.55,40,29,100.01651,30,36.343075
1458,1679105800,39.97242,28,39.97337,44,72.9,28,68.13375,9.66E-06,29,26,130.125,0,218.7,40,29,100.000305,30,36.304688
1459,1679105900,39.96283,28,39.97074,44,72.95,28,68.1699,9.66E-06,29,26,137.875,0,218.85,40,29,99.88643,30,36.32661
1460,1679106000,39.963394,28,39.96543,44,73,28,68.20819,9.66E-06,29,25,138.75,0,219,40,29,100.1776,30,36.374744
1461,1679106200,39.963448,28,39.96308,44,73.05,28,68.246735,9.66E-06,29,26,129.683,0,219.15,40,29,99.983444,30,36.339813
1462,1679106300,39.966553,28,39.962418,44,73.1,28,68.28276,9.66E-06,30,25,139.067,0,219.3,40,29,100.07018,30,36.32111
1463,1679106400,39.970036,28,39.980686,44,73.15,28,68.32139,9.66E-06,30,26,135.562,0,219.45,40,29,99.92974,30,36.32414
1464,1679106600,39.996643,28,39.993885,44,73.2,28,68.35905,9.66E-06,29,25,134.264,0,219.6,40,29,99.985886,30,36.30978
1465,1679106700,39.981247,28,39.98723,44,73.25,28,68.39634,9.66E-06,29,26,138.574,0,219.75,40,29,99.90252,30,36.276543
1466,1679106800,39.975216,28,39.985725,44,73.3,28,68.43483,9.66E-06,29,26,130.475,0,219.9,40,29,100.04882,30,36.313427
1467,1679107000,39.954575,28,39.95014,44,73.35,28,68.47108,9.66E-06,30,26,137.579,0,220.05,40,29,100.07899,30,36.326107
1468,1679107100,39.978745,28,39.981655,44,73.4,28,68.50929,3.01E-06,29,25,137.946,0,220.2,40,29,100.121414,30,36.347473
1469,1679107200,39.96223,28,39.96369,44,73.45,28,68.54761,3.01E-06,29,25,128.5,0,220.35,40,29,100.05524,30,36.327797
1470,1679107300,39.94069,28,39.949825,44,73.5,28,68.583305,3.01E-06,29,25,138.35,0,220.5,40,29,100.047386,30,36.31203
1471,1679107500,39.965496,28,39.96824,44,73.55,28,68.621735,3.01E-06,29,25,136.211,0,220.65,40,29,100.11293,30,36.33294
1472,1679107700,39.96703,28,39.982937,44,73.6,28,68.65957,3.01E-06,29,25,132.914,0,220.8,40,29,100.0281,30,36.298954
1473,1679107800,39.980053,28,39.98469,44,73.65,28,68.696495,3.01E-06,30,26,137.958,0,220.95,40,29,99.90531,30,36.308666
1474,1679108000,39.96439,28,39.96768,44,73.7,28,68.73482,3.01E-06,29,26,130.889,0,221.1,40,29,99.702415,30,36.30342
1475,1679108100,39.98442,28,39.986893,44,73.75,28,68.77117,3.01E-06,30,26,136.194,0,221.25,40,29,99.90554,30,36.33149
1476,1679108200,39.971565,28,39.97776,44,73.8,28,68.809006,3.01E-06,29,25,138.493,0,221.4,40,29,99.99236,30,36.35802
1477,1679108400,39.968155,28,39.975338,44,73.85,28,68.84747,3.01E-06,30,26,126.617,0,221.55,40,29,99.963524,30,36.291725
1478,1679108500,39.95934,28,39.960434,44,73.9,28,68.882645,3.01E-06,29,25,137.874,0,221.7,40,29,100.04101,30,36.312428
1479,1679108600,39.973705,28,39.98062,44,73.95,28,68.920944,3.01E-06,29,25,136.412,0,221.85,40,29,99.96809,30,36.3301
1480,1679108700,39.971,28,39.98148,44,74,28,68.95884,3.01E-06,29,26,132.14,0,222,40,29,100.01666,30,36.275604
1481,1679108900,39.974934,28,39.97297,44,74.05,28,68.995544,3.01E-06,29,25,136.548,0,222.15,40,29,100.04898,30,36.34778
1482,1679109000,39.964844,28,39.981358,44,74.1,28,69.03347,3.01E-06,29,25,131.437,0,222.3,40,29,100.02953,30,36.341118
1483,1679109100,39.95552,28,39.97434,44,74.15,28,69.069984,3.01E-06,29,26,134.979,0,222.45,40,29,99.71513,30,36.279354
1484,1679109200,39.962532,28,39.969463,44,74.2,28,69.107475,3.01E-06,29,26,137.607,0,222.6,40,29,99.91983,30,36.284626
1485,1679109400,39.972134,28,39.972584,44,74.25,28,69.1457,3.01E-06,29,26,126.191,0,222.75,40,29,99.86387,30,36.30382
1486,1679109500,39.960102,28,39.96912,44,74.3,28,69.180756,3.01E-06,29,25,136.952,0,222.9,40,29,100.014114,30,36.324944
1487,1679109600,39.98621,28,39.990845,44,74.35,28,69.218796,3.01E-06,29,25,136.834,0,223.05,40,29,99.99374,30,36.26384
1488,1679109800,39.961468,28,39.975803,44,74.4,28,69.256805,3.01E-06,29,26,130.038,0,223.2,40,29,99.94973,30,36.333443
1489,1679109900,39.966766,28,39.960766,44,74.45,28,69.29293,3.01E-06,29,25,135.328,0,223.35,40,29,100.04252,30,36.279373
1490,1679110000,39.96254,28,39.978107,44,74.5,28,69.33052,1.16E-05,29,25,131.545,0,223.5,40,29,100.04814,30,36.30292
1491,1679110100,39.945007,28,39.958035,44,74.55,28,69.36706,1.16E-05,29,26,134.089,0,223.65,40,29,99.88644,30,36.293736
1492,1679110300,39.97708,28,39.991467,44,74.6,28,69.404305,1.16E-05,29,25,137.409,0,223.8,40,29,99.81189,30,36.30242
1493,1679110500,39.968678,28,39.978954,44,74.65,28,69.442474,1.16E-05,29,25,126.979,0,223.95,40,29,100.03431,30,36.295868
1494,1679110700,39.96473,28,39.974407,44,74.7,28,69.477745,1.16E-05,29,25,136.362,0,224.1,40,29,99.89888,30,36.289436
1495,1679110800,39.97137,28,39.979015,44,74.75,28,69.515625,1.16E-05,30,25,136.15,0,224.25,40,29,99.82604,30,36.26541
1496,1679110900,39.959644,28,39.975235,44,74.8,28,69.553444,1.16E-05,29,25,128.494,0,224.4,40,29,99.965195,30,36.28855
1497,1679111000,39.95545,28,39.970177,44,74.85,28,69.589134,1.16E-05,29,25,135.506,0,224.55,40,29,99.71195,30,36.26238
1498,1679111200,39.980553,28,39.972885,44,74.9,28,69.62678,1.16E-05,29,25,132.171,0,224.7,40,29,99.81811,30,36.293617
1499,1679111300,39.97738,28,39.987015,44,74.95,28,69.66349,4.69E-06,29,25,111.929,0,224.85,40,29,99.95594,30,36.317173
1500,1679111400,39.966427,28,39.972343,44,75,28,69.69458,4.69E-06,29,26,110.289,0,225,40,29,99.81794,30,36.27946
1501,1679111600,39.960037,28,39.96263,44,75.05,28,69.72522,4.69E-06,29,26,110.794,0,225.15,40,29,99.944244,30,36.297245
1502,1679111600,39.97775,28,39.982086,44,75.1,28,69.756,4.69E-06,29,25,110.887,0,225.3,40,29,99.80454,30,36.30647
1503,1679111700,39.96137,28,39.965324,44,75.15,28,69.7868,4.69E-06,29,25,98.467,0,225.45,40,29,99.80104,30,36.31949
1504,1679111800,39.97952,28,39.98043,44,75.2,28,69.81415,4.69E-06,29,25,98.646,0,225.6,40,29,99.991646,30,36.244152
1505,1679112000,39.980377,28,39.99269,44,75.25,28,69.84155,4.69E-06,29,25,97.263,0,225.75,40,29,99.94153,30,36.28162
1506,1679112100,39.957253,28,39.966484,44,75.3,28,69.86857,4.69E-06,29,26,98.454,0,225.9,40,29,100.11125,30,36.34553
1507,1679112100,39.97515,28,39.974075,44,75.35,28,69.89592,4.69E-06,29,26,98.336,0,226.05,40,29,100.255646,30,36.320595
1508,1679112200,39.96876,28,39.99058,44,75.4,28,69.92323,4.69E-06,29,26,97.614,0,226.2,40,29,100.02818,30,36.246796
1509,1679112300,39.97781,28,39.98321,44,75.45,28,69.95035,4.69E-06,29,25,98.644,0,226.35,40,29,99.9328,30,36.265865
1510,1679112400,39.96653,28,39.979187,44,75.5,28,69.977745,4.69E-06,29,25,97.939,0,226.5,40,29,100.1723,30,36.285915
1511,1679112400,39.955494,28,39.97131,44,75.55,28,70.00495,4.69E-06,29,25,97.952,0,226.65,40,29,100.18395,30,36.290806
1512,1679112600,39.99646,28,39.99941,44,75.6,28,70.032166,4.69E-06,29,25,98.715,0,226.8,40,29,100.02482,30,36.325653
1513,1679112700,39.9667,28,39.986744,44,75.65,28,70.059586,4.69E-06,29,25,97.437,0,226.95,40,28,100.004814,30,36.32463
1514,1679112800,39.987087,28,39.990707,44,75.7,28,70.08665,4.69E-06,29,25,98.768,0,227.1,40,29,99.91369,30,36.322426
1515,1679112800,39.96954,28,39.971687,44,75.75,28,70.11408,4.69E-06,29,25,98.095,0,227.25,40,28,100.09315,30,36.25631
1516,1679113000,39.94846,28,39.958332,44,75.8,28,70.141335,4.69E-06,29,26,97.5,0,227.4,40,28,100.020004,30,36.325836
1517,1679113100,39.983376,28,39.996655,44,75.85,28,70.16842,4.69E-06,29,26,98.825,0,227.55,40,29,99.99086,30,36.303467
1518,1679113200,39.967888,28,39.97376,44,75.9,28,70.19587,4.69E-06,30,26,97.75,0,227.7,40,28,99.96545,30,36.310238
1519,1679113300,39.973183,28,39.97785,44,75.95,28,70.22302,4.69E-06,29,25,91.902,0,227.85,40,28,99.981766,30,36.324566
1520,1679113300,39.979828,28,39.979115,44,76,28,70.24855,4.69E-06,29,25,91.823,0,228,40,29,99.944275,30,36.27628
1521,1679113500,39.9791,28,39.964993,44,76.05,28,70.274055,4.69E-06,29,25,91.5,0,228.15,40,28,99.87054,30,36.289513
1522,1679113600,39.98019,28,39.98848,44,76.1,28,70.29947,4.69E-06,29,25,91.823,0,228.3,40,29,100.02834,30,36.282776
1523,1679113600,39.959785,28,39.966034,44,76.15,28,70.32498,4.69E-06,29,26,91.41,0,228.45,40,29,99.73882,30,36.270214
1524,1679113700,39.986004,28,39.979973,44,76.2,28,70.35037,4.69E-06,29,25,92.128,0,228.6,40,29,100.134735,30,36.324223
1525,1679113900,39.98195,28,39.978893,44,76.25,28,70.37596,4.69E-06,29,25,91.664,0,228.75,40,29,99.94805,30,36.29715
1526,1679114000,39.989418,28,39.98291,44,76.3,28,70.40142,4.69E-06,29,26,91.675,0,228.9,40,28,100.029366,30,36.306606
1527,1679114000,39.9504,28,39.962654,44,76.35,28,70.42689,4.69E-06,29,25,91.584,0,229.05,40,28,99.939644,30,36.284992
1528,1679114100,39.978527,28,39.976208,44,76.4,28,70.45233,4.69E-06,29,26,91.482,0,229.2,40,29,99.89466,30,36.27261
1529,1679114200,39.974857,28,39.997814,44,76.45,28,70.47774,4.69E-06,29,26,91.77,0,229.35,40,29,99.91343,30,36.283035
1530,1679114200,39.96555,28,39.96148,44,76.5,28,70.503235,4.69E-06,29,25,91.697,0,229.5,40,29,99.897125,30,36.286243
1531,1679114400,39.953316,28,39.962597,44,76.55,28,70.5287,4.69E-06,29,25,91.571,0,229.65,40,29,99.9673,30,36.265972
1532,1679114500,39.980732,28,39.981533,44,76.6,28,70.55414,9.25E-06,29,25,91.408,0,229.8,40,29,100.145966,30,36.254253
1533,1679114600,39.968605,28,39.990814,44,76.65,28,70.57953,9.25E-06,29,25,90.83,0,229.95,40,28,100.04019,30,36.249794
1534,1679114600,39.951168,28,39.963535,44,76.7,28,70.60476,9.25E-06,29,25,92.658,0,230.1,40,29,99.91478,30,36.266136
1535,1679114800,39.94245,28,39.94209,44,76.75,28,70.6305,9.25E-06,29,25,91.7,0,230.25,40,28,100.09202,30,36.27532
1536,1679114900,39.939423,28,39.96197,44,76.8,28,70.655975,9.25E-06,29,26,91.722,0,230.4,40,29,100.03057,30,36.28318
1537,1679114900,39.968266,28,39.973423,44,76.85,28,70.68145,9.25E-06,29,25,91.153,0,230.55,40,28,99.97991,30,36.31517
1538,1679115000,39.970592,28,39.973427,44,76.9,28,70.70677,9.25E-06,29,26,92.125,0,230.7,40,29,99.997765,30,36.276604
1539,1679115100,39.93919,28,39.95879,44,76.95,28,70.73236,9.25E-06,29,26,91.5,0,230.85,40,29,99.787766,30,36.2688
1540,1679115300,39.955254,28,39.96584,44,77,28,70.757774,9.25E-06,29,25,91.909,0,231,40,28,100.02882,30,36.29265
1541,1679115300,39.966827,28,39.975792,44,77.05,28,70.78331,9.25E-06,29,25,91.424,0,231.15,40,28,99.97632,30,36.299576
1542,1679115400,39.97904,28,39.988594,44,77.1,28,70.8087,9.25E-06,29,26,91.767,0,231.3,40,28,99.90371,30,36.309036
1543,1679115500,39.972622,28,39.972523,44,77.15,28,70.8342,9.25E-06,29,26,91.844,0,231.45,40,28,99.77292,30,36.27358
1544,1679115500,39.96278,28,39.969135,44,77.2,28,70.8597,9.25E-06,29,25,91.913,0,231.6,40,29,99.78707,30,36.280685
1545,1679115600,39.99827,28,40.001553,44,77.25,28,70.88524,9.25E-06,29,25,91.743,0,231.75,40,28,99.87873,30,36.29104
1546,1679115800,39.956482,28,39.976856,44,77.3,28,70.91072,9.25E-06,29,26,91.316,0,231.9,40,28,99.867134,30,36.305546
1547,1679115900,39.945274,28,39.959812,44,77.35,28,70.93609,9.25E-06,29,26,91.655,0,232.05,40,28,99.856224,30,36.291668
1548,1679115900,39.95509,28,39.972206,44,77.4,28,70.96155,9.25E-06,29,25,91.679,0,232.2,40,29,99.79694,30,36.300415
1549,1679116000,39.98862,28,39.99372,44,77.45,28,70.987015,7.89E-07,29,25,91.583,0,232.35,40,29,99.9975,30,36.30867
1550,1679116200,39.961666,28,39.978725,44,77.5,28,71.01245,7.89E-07,29,25,91.833,0,232.5,40,28,99.97996,30,36.29212
1551,1679116200,39.9654,28,39.991627,44,77.55,28,71.037964,7.89E-07,29,26,91.667,0,232.65,40,28,99.81359,30,36.224995
1552,1679116300,39.959446,28,39.983196,44,77.6,28,71.06342,7.89E-07,29,26,91.833,0,232.8,40,28,99.821106,30,36.30799
1553,1679116400,39.973164,28,39.962143,44,77.65,28,71.088936,7.89E-07,29,25,91.691,0,232.95,40,28,100.214226,30,36.30188
1554,1679116500,39.96827,28,39.986248,44,77.7,28,71.1144,7.89E-07,29,26,91.809,0,233.1,40,28,99.88816,30,36.29641
1555,1679116500,39.980587,28,39.976994,44,77.75,28,71.13991,7.89E-07,29,25,91.5,0,233.25,40,28,100.05596,30,36.325623
1556,1679116700,39.986317,28,39.987087,44,77.8,28,71.16532,7.89E-07,29,26,91.5,0,233.4,40,28,100.16221,30,36.320244
1557,1679116800,39.95272,28,39.968285,44,77.85,28,71.19074,7.89E-07,29,25,91.584,0,233.55,40,29,100.134155,30,36.292744
1558,1679116800,39.970753,28,39.987007,44,77.9,28,71.21618,7.89E-07,29,25,92.134,0,233.7,40,28,100.07295,30,36.28712
1559,1679116900,39.96935,28,39.979813,44,77.95,28,71.241776,7.89E-07,29,26,91.33,0,233.85,40,28,99.914566,30,36.28363
1560,1679117000,39.984917,28,39.98449,44,78,28,71.26714,7.89E-07,29,25,91.869,0,234,40,29,100.222084,30,36.29899
1561,1679117200,39.93636,28,39.950577,44,78.05,28,71.29266,7.89E-07,29,25,91.988,0,234.15,40,28,100.28817,30,36.27676
1562,1679117200,39.95823,28,39.968143,44,78.1,28,71.318214,7.89E-07,29,26,92.095,0,234.3,40,28,100.027725,30,36.3146
1563,1679117300,39.982483,28,39.982063,44,78.15,28,71.343796,7.89E-07,29,25,91.271,0,234.45,40,28,100.08149,30,36.279842
1564,1679117400,39.963936,28,39.975014,44,78.2,28,71.36915,7.89E-07,29,25,91.863,0,234.6,40,28,100.222755,30,36.311916
1565,1679117400,39.987183,28,40.00546,44,78.25,28,71.39467,7.89E-07,29,25,91.866,0,234.75,40,28,100.16833,30,36.28548
1566,1679117600,39.975407,28,39.974133,44,78.3,28,71.42018,7.89E-07,29,25,91.262,0,234.9,40,28,100.06291,30,36.33714
1567,1679117700,39.956238,28,39.96474,44,78.35,28,71.44553,7.89E-07,29,26,91.572,0,235.05,40,28,100.16676,30,36.30453
1568,1679117800,39.989143,28,39.9983,44,78.4,28,71.47097,7.89E-07,29,25,91.722,0,235.2,40,29,99.922134,30,36.28862
1569,1679117800,39.96894,28,39.982777,44,78.45,28,71.49645,7.89E-07,29,25,91.66,0,235.35,40,28,100.11465,30,36.30278
1570,1679118000,39.988434,28,39.99403,44,78.5,28,71.52191,7.89E-07,29,25,91.951,0,235.5,40,28,100.12969,30,36.273357
1571,1679118100,39.972404,28,39.98168,44,78.55,28,71.547455,7.89E-07,29,26,91.917,0,235.65,40,28,100.086655,30,36.335148
1572,1679118100,39.972736,28,39.982876,44,78.6,28,71.57298,7.89E-07,29,26,91.75,0,235.8,40,28,99.935196,30,36.30176
1573,1679118200,39.965134,28,39.973644,44,78.65,28,71.59847,7.89E-07,29,25,91.25,0,235.95,40,28,100.0758,30,36.31084
1574,1679118300,39.96049,28,39.96728,44,78.7,28,71.62382,7.89E-07,29,25,91.875,0,236.1,40,28,100.18175,30,36.310295
1575,1679118500,39.969368,28,39.96349,44,78.75,28,71.64934,7.89E-07,29,25,92.089,0,236.25,40,28,100.0478,30,36.302376
1576,1679118500,39.977886,28,39.998802,44,78.8,28,71.67492,7.89E-07,29,26,91.952,0,236.4,40,29,99.92916,30,36.26521
1577,1679118600,39.978443,28,39.974724,44,78.85,28,71.70046,7.89E-07,29,25,91.167,0,236.55,40,28,100.013985,30,36.29181
1578,1679118700,39.98927,28,39.989395,44,78.9,28,71.725784,7.89E-07,29,25,92,0,236.7,40,28,100.02328,30,36.289642
1579,1679118800,39.99594,28,39.998703,44,78.95,28,71.75134,7.89E-07,29,26,91.667,0,236.85,40,28,99.91524,30,36.29713
1580,1679118800,39.953484,28,39.956875,44,79,28,71.7768,7.89E-07,29,26,91.452,0,237,40,28,99.82816,30,36.27395
1581,1679119000,39.989998,28,39.9955,44,79.05,28,71.80221,7.89E-07,29,25,91.971,0,237.15,40,28,100.04859,30,36.273182
1582,1679119100,39.970352,28,39.97127,44,79.1,28,71.82776,7.89E-07,29,25,91.577,0,237.3,40,28,100.0076,30,36.26989
1583,1679119100,39.963932,28,39.966755,44,79.15,28,71.853195,7.89E-07,29,25,91.625,0,237.45,40,28,100.035866,30,36.314125
1584,1679119200,39.985,28,39.983356,44,79.2,28,71.87865,7.89E-07,29,25,91.775,0,237.6,40,28,99.87726,30,36.224854
1585,1679119400,39.967823,28,39.973797,44,79.25,28,71.90414,7.89E-07,29,26,91.633,0,237.75,40,28,99.814125,30,36.268112
1586,1679119500,39.992863,28,40.002785,44,79.3,28,71.929596,7.89E-07,29,25,91.993,0,237.9,40,28,100.198654,30,36.295
1587,1679119500,39.951332,28,39.957504,44,79.35,28,71.95515,7.89E-07,29,26,92.14,0,238.05,40,29,100.05032,30,36.276016
1588,1679119600,39.96794,28,39.98212,44,79.4,28,71.98074,7.89E-07,29,25,91.222,0,238.2,40,28,100.23786,30,36.283104
1589,1679119700,39.94877,28,39.956497,44,79.45,28,72.00608,7.89E-07,29,25,91.862,0,238.35,40,28,100.29832,30,36.260754
1590,1679119700,39.969532,28,39.974586,44,79.5,28,72.0316,7.89E-07,29,25,91.392,0,238.5,40,28,99.88972,30,36.271465
1591,1679119900,39.991737,28,39.99796,44,79.55,28,72.056984,7.89E-07,29,25,91.608,0,238.65,40,28,100.04937,30,36.2696
1592,1679120000,39.973583,28,39.974415,44,79.6,28,72.08243,7.89E-07,29,25,91.85,0,238.8,40,28,99.899796,30,36.245926
1593,1679120100,39.975414,28,39.9787,44,79.65,28,72.10794,7.89E-07,29,26,92.042,0,238.95,40,28,100.01822,30,36.284576
1594,1679120100,39.986393,28,39.990765,44,79.7,28,72.133514,7.89E-07,29,26,91.469,0,239.1,40,28,100.12242,30,36.269512
1595,1679120300,39.967804,28,39.964554,44,79.75,28,72.15892,7.89E-07,29,25,91.755,0,239.25,40,28,99.72598,30,36.247765
1596,1679120400,39.946766,28,39.96038,44,79.8,28,72.18441,7.89E-07,29,25,91.8,0,239.4,40,28,99.98358,30,36.226116
1597,1679120400,39.963787,28,39.968807,44,79.85,28,72.20991,7.89E-07,29,26,91.476,0,239.55,40,28,99.76774,30,36.261646
1598,1679120500,39.931526,28,39.941463,44,79.9,28,72.23531,7.89E-07,29,26,91.331,0,239.7,40,28,99.94292,30,36.225986
1599,1679120600,39.975395,28,39.987362,44,79.95,28,72.26069,7.89E-07,29,26,91.86,0,239.85,40,28,100.011406,30,36.25135
1600,1679120800,39.953087,28,39.967815,44,80,28,72.2862,7.89E-07,29,25,92,0,240,40,29,100.11317,30,36.25447
