Layer Number,absolute_image_capture_timestamp,actual_ventilator_flow_rate,bottom_chamber_temperature,bottom_flow_rate,bottom_flow_temperature,build_chamber_position,build_plate_temperature,build_time,gas_loop_oxygen,glass_scale_temperature,laser_rail_temperature,layer_times,module_oxygen,powder_chamber_position,target_ventilator_flow_rate,top_chamber_temperature,top_flow_rate,top_flow_temperature,ventilator_speed
396,1678937500,40.037933,28,40.034035,43,19.8,28,21.40189,1.34E-06,30,25,160,0,59.4,40,28,99.74968,29,35.817814
397,1678937700,40.0203,28,40.014664,44,19.85,28,21.446333,1.34E-06,29,25,159.95,0,59.55,40,28,99.66525,29,35.799614
398,1678937900,40.02513,28,40.009773,43,19.9,28,21.490765,1.34E-06,29,26,159.375,0,59.7,40,28,99.65443,29,35.78998
399,1678938000,40.031376,28,40.021988,43,19.95,28,21.535034,1.34E-06,30,26,160,0,59.85,40,28,99.489006,29,35.77381
400,1678938100,40.030422,28,40.026543,43,20,28,21.57948,1.34E-06,30,26,159.208,0,60,40,28,99.701,29,35.83322
401,1678938400,40.034492,28,40.027187,44,20.05,28,21.623703,1.34E-06,29,25,160.205,0,60.15,40,28,99.50876,29,35.753616
402,1678938500,40.038258,28,40.02764,43,20.1,28,21.668205,1.34E-06,30,26,160.062,0,60.3,40,28,99.64734,30,35.786972
403,1678938600,40.029095,28,40.01792,43,20.15,28,21.712667,1.34E-06,29,25,159.352,0,60.45,40,28,99.873276,29,35.809505
404,1678938800,40.025284,28,40.019093,43,20.2,28,21.756931,1.34E-06,29,25,159.905,0,60.6,40,28,99.81949,29,35.802254
405,1678939000,40.039165,28,40.038227,43,20.25,28,21.80135,1.34E-06,29,26,159.714,0,60.75,40,28,99.85802,29,35.75214
406,1678939100,40.003685,28,39.998344,43,20.3,28,21.845715,1.34E-06,30,26,159.352,0,60.9,40,28,99.73483,30,35.795216
407,1678939300,40.026974,28,40.018032,43,20.35,28,21.889978,1.34E-06,29,26,160.577,0,61.05,40,28,99.840164,29,35.79198
408,1678939400,40.040043,28,40.02594,43,20.4,28,21.934584,1.34E-06,29,25,159,0,61.2,40,28,99.824776,29,35.761963
409,1678939600,40.028507,28,40.016815,43,20.45,28,21.97875,1.34E-06,30,26,160.045,0,61.35,40,28,99.67584,29,35.775734
410,1678939800,40.009468,28,40.001545,43,20.5,28,22.023207,1.34E-06,29,25,159.396,0,61.5,40,28,99.66382,29,35.768482
411,1678939900,40.025116,28,40.02198,43,20.55,28,22.067484,1.34E-06,29,25,159.659,0,61.65,40,28,99.82436,29,35.810013
412,1678940000,40.036827,28,40.03038,43,20.6,28,22.111834,1.34E-06,30,26,159.65,0,61.8,40,28,99.74063,29,35.777725
413,1678940300,40.009586,28,40.00148,43,20.65,28,22.156181,1.34E-06,29,25,159.687,0,61.95,40,28,99.676,29,35.826122
414,1678940400,40.025116,28,40.017933,43,20.7,28,22.200539,1.34E-06,29,26,159.729,0,62.1,40,28,99.637634,29,35.82572
415,1678940500,40.021587,28,40.016586,43,20.75,28,22.244907,1.34E-06,29,26,159.459,0,62.25,40,28,99.59514,29,35.770462
416,1678940700,40.018723,28,40.00992,43,20.8,28,22.289202,1.34E-06,29,25,159.401,0,62.4,40,28,99.68516,29,35.78263
417,1678940900,40.024124,28,40.017357,43,20.85,28,22.333479,1.34E-06,30,26,160.188,0,62.55,40,28,99.636284,29,35.74786
418,1678941000,40.037086,28,40.019753,43,20.9,28,22.377975,1.34E-06,30,26,159.886,0,62.7,40,28,99.61554,29,35.770824
419,1678941200,40.00812,28,40.006084,43,20.95,28,22.422388,8.17E-06,29,26,158.685,0,62.85,40,28,99.71478,29,35.757175
420,1678941300,40.0321,28,40.02363,43,21,28,22.466469,8.17E-06,29,26,159.315,0,63,40,28,99.73762,29,35.768017
421,1678941600,40.03202,28,40.02417,43,21.05,28,22.510723,8.17E-06,29,26,159.8,0,63.15,40,28,100.10963,29,35.800003
422,1678941700,40.028625,28,40.015114,43,21.1,28,22.55511,8.17E-06,29,26,159.541,0,63.3,40,28,99.874344,29,35.728832
423,1678941800,40.02065,28,40.021088,43,21.15,28,22.599428,8.17E-06,30,25,160.309,0,63.45,40,28,100.06044,29,35.797264
424,1678942000,40.026733,28,40.018818,43,21.2,28,22.643959,8.17E-06,29,25,159.35,0,63.6,40,28,99.85717,29,35.79226
425,1678942200,40.04371,28,40.024754,43,21.25,28,22.688223,8.17E-06,29,26,159.9,0,63.75,40,28,99.72263,29,35.75473
426,1678942300,40.017742,28,40.01142,43,21.3,28,22.73264,8.17E-06,29,26,160.1,0,63.9,40,28,99.69992,29,35.771038
427,1678942500,40.025505,28,40.01428,43,21.35,28,22.777111,1.66E-06,30,26,158.844,0,64.05,40,28,99.67289,29,35.800194
428,1678942600,40.034138,28,40.0293,43,21.4,28,22.821234,1.66E-06,29,26,159.806,0,64.2,40,28,99.403984,29,35.7312
429,1678942800,40.01422,28,40.007694,43,21.45,28,22.865625,1.66E-06,30,26,160.15,0,64.35,40,28,99.63689,29,35.779663
430,1678943000,40.01433,28,40.009567,43,21.5,28,22.91011,1.66E-06,29,26,159.547,0,64.5,40,28,99.59484,29,35.762184
431,1678943100,40.03747,28,40.02323,43,21.55,28,22.95443,1.66E-06,29,25,159.719,0,64.65,40,28,99.6375,29,35.777077
432,1678943200,40.00403,28,39.995613,43,21.6,28,22.998796,1.66E-06,30,25,159.084,0,64.8,40,28,99.568665,29,35.78355
433,1678943500,40.009014,28,40.001305,43,21.65,28,23.042986,1.66E-06,30,26,160.204,0,64.95,40,28,99.48767,29,35.72245
434,1678943600,40.034573,28,40.01977,43,21.7,28,23.087488,1.66E-06,29,26,159.987,0,65.1,40,28,99.49285,29,35.759804
435,1678943700,40.017166,28,40.01295,43,21.75,28,23.131927,1.66E-06,29,25,159.225,0,65.25,40,28,99.54727,29,35.79241
436,1678943900,40.03218,28,40.02666,43,21.8,28,23.176157,1.66E-06,29,26,159.75,0,65.4,40,28,99.58989,29,35.80845
437,1678944000,40.013966,28,40.009857,43,21.85,28,23.220531,1.66E-06,29,25,159.699,0,65.55,40,28,99.73721,29,35.79197
438,1678944300,40.026077,28,40.021374,43,21.9,28,23.264893,1.66E-06,29,26,159.918,0,65.7,40,28,100.031815,29,35.831608
439,1678944400,40.014584,28,40.007465,43,21.95,28,23.309315,1.66E-06,30,26,159.8,0,65.85,40,28,100.011406,29,35.814842
440,1678944500,40.03979,28,40.023975,43,22,28,23.353704,1.66E-06,29,25,159.604,0,66,40,28,99.8204,29,35.75534
441,1678944800,40.031532,28,40.019413,43,22.05,28,23.398039,1.66E-06,29,26,159.563,0,66.15,40,28,99.95109,29,35.78136
442,1678944900,40.01729,28,40.01195,43,22.1,28,23.442362,1.66E-06,29,26,160.333,0,66.3,40,28,99.82047,29,35.816513
443,1678945000,40.0134,28,40.003574,43,22.15,28,23.486898,1.66E-06,30,26,159.114,0,66.45,40,28,99.882805,29,35.86174
444,1678945200,40.00845,28,40.00658,43,22.2,28,23.531096,1.66E-06,30,25,163.453,0,66.6,40,28,99.70913,29,35.776043
445,1678945400,40.009415,28,39.999294,43,22.25,28,23.5765,1.66E-06,29,26,161.3,0,66.75,40,28,99.553734,29,35.778206
446,1678945500,40.04369,28,40.032284,43,22.3,28,23.621305,1.66E-06,29,25,159.716,0,66.9,40,28,99.552795,29,35.797993
447,1678945700,40.021145,28,40.020393,43,22.35,28,23.66567,1.66E-06,29,25,160.084,0,67.05,40,28,99.59339,29,35.8124
448,1678945800,40.03293,28,40.022045,43,22.4,28,23.710138,1.66E-06,29,26,159,0,67.2,40,28,99.509,29,35.765793
449,1678946000,40.018497,28,40.01309,43,22.45,28,23.754305,1.66E-06,30,26,160.1,0,67.35,40,28,99.51565,29,35.778122
450,1678946200,40.024155,28,40.019096,43,22.5,28,23.798779,1.66E-06,30,26,160.042,0,67.5,40,28,99.65019,29,35.788517
451,1678946300,40.031,28,40.01607,43,22.55,28,23.843233,1.66E-06,29,26,158.758,0,67.65,40,28,99.705925,29,35.813248
452,1678946400,40.02894,28,40.010983,43,22.6,28,23.887333,1.66E-06,29,25,160.011,0,67.8,40,28,99.745476,29,35.80645
453,1678946600,40.026245,28,40.016144,43,22.65,28,23.931782,1.66E-06,29,26,160.089,0,67.95,40,28,99.789825,30,35.810627
454,1678946800,40.021084,28,40.0124,43,22.7,28,23.97625,1.66E-06,29,25,159.078,0,68.1,40,28,99.80476,29,35.76096
455,1678947000,40.026207,28,40.013035,43,22.75,28,24.02044,1.66E-06,30,26,160.022,0,68.25,40,28,99.99885,29,35.813847
456,1678947100,40.0113,28,40.000107,43,22.8,28,24.064888,1.66E-06,29,25,159.9,0,68.4,40,28,99.85836,29,35.79789
457,1678947300,40.01949,28,40.008324,43,22.85,28,24.109306,1.66E-06,29,26,158.9,0,68.55,40,28,99.803314,29,35.77982
458,1678947500,40.036713,28,40.032402,43,22.9,28,24.153444,1.66E-06,29,26,160.266,0,68.7,40,28,99.632034,29,35.792
459,1678947600,40.01714,28,40.00161,43,22.95,28,24.197964,1.66E-06,29,26,159,0,68.85,40,28,99.676865,29,35.802387
460,1678947700,40.035328,28,40.03487,43,23,28,24.24213,1.66E-06,30,26,159.905,0,69,40,28,99.651855,29,35.829395
461,1678947800,40.02071,28,40.004868,43,23.05,28,24.286547,1.66E-06,30,26,160.286,0,69.15,40,28,99.49217,29,35.783913
462,1678948100,40.040718,28,40.031094,43,23.1,28,24.331072,1.66E-06,30,26,159.743,0,69.3,40,28,99.617615,29,35.798645
463,1678948200,40.025124,28,40.023174,43,23.15,28,24.375444,1.66E-06,29,25,159.337,0,69.45,40,28,99.420975,29,35.769547
464,1678948400,40.01519,28,40.01594,43,23.2,28,24.419704,1.66E-06,30,26,160,0,69.6,40,28,99.47808,29,35.75353
465,1678948600,40.02731,28,40.013927,43,23.25,28,24.46415,1.66E-06,29,25,159.396,0,69.75,40,28,99.67371,29,35.800922
466,1678948700,40.026775,28,40.01412,43,23.3,28,24.508427,1.66E-06,30,26,160.439,0,69.9,40,28,99.472336,29,35.781612
467,1678948900,40.01487,28,40.01008,43,23.35,28,24.552992,1.66E-06,30,25,158.894,0,70.05,40,28,99.47074,29,35.77638
468,1678949000,40.031033,28,40.015835,43,23.4,28,24.59713,1.66E-06,30,26,160.234,0,70.2,40,28,99.62538,29,35.78415
469,1678949100,40.0293,28,40.020176,43,23.45,28,24.64164,3.75E-06,29,26,159.766,0,70.35,40,28,99.6003,29,35.796795
470,1678949400,40.02788,28,40.016685,43,23.5,28,24.686018,3.75E-06,29,26,159.667,0,70.5,40,28,99.71184,29,35.813915
471,1678949500,40.01603,28,40.003685,43,23.55,28,24.73037,3.75E-06,29,25,160.167,0,70.65,40,28,99.70538,29,35.81215
472,1678949600,40.03729,28,40.025276,43,23.6,28,24.77486,3.75E-06,29,26,164,0,70.8,40,28,99.86658,29,35.80088
473,1678949900,40.00646,28,39.997383,43,23.65,28,24.820417,3.75E-06,29,26,160.357,0,70.95,40,28,99.80289,29,35.796417
474,1678950000,40.047623,28,40.035862,43,23.7,28,24.86496,3.75E-06,30,26,160.393,0,71.1,40,28,99.66955,30,35.75036
475,1678950100,39.998806,28,39.995144,43,23.75,28,24.909513,3.75E-06,30,26,159.5,0,71.25,40,28,99.724106,29,35.73766
476,1678950300,40.03216,28,40.026104,43,23.8,28,24.95382,3.75E-06,29,25,158.972,0,71.4,40,28,99.71495,29,35.790577
477,1678950500,40.022842,28,40.007793,43,23.85,28,24.997978,3.75E-06,30,26,160.178,0,71.55,40,28,99.78516,29,35.75187
478,1678950700,40.028202,28,40.025272,43,23.9,28,25.042473,3.75E-06,29,25,158.9,0,71.7,40,28,99.65436,29,35.775784
479,1678950800,40.038395,28,40.027588,43,23.95,28,25.08661,3.75E-06,29,25,160.381,0,71.85,40,28,99.657486,29,35.756893
480,1678950900,40.030006,28,40.023586,43,24,28,25.13116,3.75E-06,29,25,159.665,0,72,40,28,99.55937,29,35.75931
481,1678951200,40.020355,28,40.010555,43,24.05,28,25.175512,3.75E-06,29,25,159.943,0,72.15,40,28,99.63665,29,35.777958
482,1678951300,40.019375,28,40.004242,43,24.1,28,25.219942,3.75E-06,30,26,159.496,0,72.3,40,28,99.61019,29,35.77498
483,1678951400,40.019615,28,40.012375,43,24.15,28,25.264246,3.75E-06,29,26,159.548,0,72.45,40,28,99.555374,29,35.78888
484,1678951600,40.026283,28,40.014084,43,24.2,28,25.308565,3.75E-06,30,26,159.5,0,72.6,40,28,99.47597,29,35.763336
485,1678951800,40.026424,28,40.019054,43,24.25,28,25.35287,3.75E-06,29,26,160.417,0,72.75,40,28,99.620445,29,35.77239
486,1678952000,40.033283,28,40.023014,43,24.3,28,25.39743,3.75E-06,30,26,158.75,0,72.9,40,28,99.56954,29,35.773132
487,1678952100,40.014015,28,40.005974,43,24.35,28,25.441528,3.75E-06,29,25,160,0,73.05,40,28,99.44866,29,35.789833
488,1678952200,40.01449,28,40.00262,43,24.4,28,25.485971,3.75E-06,30,26,160.153,0,73.2,40,28,99.79862,29,35.813183
489,1678952400,40.01333,28,40.014133,43,24.45,28,25.530458,3.75E-06,29,26,159.28,0,73.35,40,28,99.91606,29,35.795795
490,1678952600,40.024532,28,40.01409,43,24.5,28,25.574703,3.75E-06,29,25,159.867,0,73.5,40,28,99.89636,29,35.755947
491,1678952700,40.03419,28,40.02696,43,24.55,28,25.619112,3.75E-06,29,26,159.866,0,73.65,40,28,99.82039,29,35.76856
492,1678952800,40.008236,28,40.002052,43,24.6,28,25.663519,4.77E-06,29,25,160.084,0,73.8,40,28,99.74564,29,35.729572
493,1678953100,40.045025,28,40.02875,43,24.65,28,25.707987,4.77E-06,29,25,159.75,0,73.95,40,28,99.61319,29,35.7643
494,1678953200,40.033573,28,40.027653,43,24.7,28,25.752361,4.77E-06,29,25,158.954,0,74.1,40,28,99.73136,29,35.794037
495,1678953300,40.032078,28,40.01537,43,24.75,28,25.796515,4.77E-06,29,25,159.796,0,74.25,40,28,99.69224,29,35.786133
496,1678953500,40.034782,28,40.028008,43,24.8,28,25.840902,4.77E-06,29,25,160.125,0,74.4,40,28,99.525795,29,35.762585
497,1678953700,40.020073,28,40.010345,43,24.85,28,25.885382,4.77E-06,30,26,159.267,0,74.55,40,28,99.657906,29,35.797188
498,1678953900,40.0208,28,40.01496,43,24.9,28,25.929623,4.77E-06,29,26,160.108,0,74.7,40,28,99.54816,29,35.759727
499,1678954000,40.010128,28,39.99456,43,24.95,28,25.974096,4.77E-06,30,26,160,0,74.85,40,28,99.75754,30,35.777348
500,1678954100,40.034534,28,40.02261,43,25,28,26.018541,4.77E-06,30,25,159.2,0,75,40,28,99.688965,29,35.783363
501,1678954400,40.03901,28,40.01787,43,25.05,28,26.062763,4.77E-06,29,26,160.006,0,75.15,40,28,99.53228,29,35.73501
502,1678954500,40.01274,28,40.007587,43,25.1,28,26.10721,4.77E-06,29,25,158.967,0,75.3,40,28,99.61738,29,35.793343
503,1678954600,40.032574,28,40.020935,43,25.15,28,26.151367,4.77E-06,29,26,159.91,0,75.45,40,28,99.530495,29,35.786613
504,1678954800,39.99993,28,39.996284,43,25.2,28,26.195787,4.77E-06,29,25,160.024,0,75.6,40,28,99.63018,29,35.795773
505,1678955000,40.017773,28,40.001747,43,25.25,28,26.240238,4.77E-06,30,26,159.476,0,75.75,40,28,99.751236,29,35.802826
506,1678955100,40.014694,28,40.006897,44,25.3,28,26.284536,4.77E-06,30,26,159.59,0,75.9,40,28,99.949844,30,35.756313
507,1678955300,40.028885,28,40.02423,43,25.35,28,26.328867,4.77E-06,30,26,159.677,0,76.05,40,28,99.97151,29,35.767212
508,1678955400,40.03264,28,40.01373,43,25.4,28,26.373222,4.77E-06,29,26,159.323,0,76.2,40,28,99.792656,29,35.799355
509,1678955500,40.037647,28,40.01828,43,25.45,28,26.417479,4.77E-06,29,25,160.327,0,76.35,40,28,99.73103,29,35.74308
510,1678955800,40.02939,28,40.01373,44,25.5,28,26.462013,5.77E-06,30,26,159.25,0,76.5,40,28,99.69206,29,35.788654
511,1678955900,40.016155,28,40.011,43,25.55,28,26.50625,5.77E-06,29,26,159.59,0,76.65,40,28,99.70141,30,35.779606
512,1678956000,40.019234,28,40.01401,44,25.6,28,26.550581,5.77E-06,29,26,160.41,0,76.8,40,28,99.74497,29,35.79908
513,1678956200,40.01968,28,40.0016,44,25.65,28,26.595139,5.77E-06,29,26,159.333,0,76.95,40,28,99.772224,30,35.798397
514,1678956400,40.031654,28,40.01857,44,25.7,28,26.639399,5.77E-06,30,26,159.417,0,77.1,40,28,99.664925,29,35.777298
515,1678956500,40.020412,28,40.0146,43,25.75,28,26.683681,5.77E-06,29,25,159.833,0,77.25,40,28,99.72432,30,35.814194
516,1678956700,40.040585,28,40.021603,43,25.8,28,26.728079,5.77E-06,29,26,159.583,0,77.4,40,28,99.70965,30,35.776974
517,1678956800,40.021984,28,40.009037,43,25.85,28,26.772408,5.77E-06,29,26,159.584,0,77.55,40,28,99.68064,30,35.777084
518,1678957000,40.03676,28,40.0322,44,25.9,28,26.816736,5.77E-06,29,26,159.166,0,77.7,40,28,99.59596,30,35.788597
519,1678957200,40.035812,28,40.0218,44,25.95,28,26.860949,5.77E-06,29,25,160.231,0,77.85,40,28,99.43823,30,35.76161
520,1678957300,40.0237,28,40.02268,44,26,28,26.905458,5.77E-06,30,26,159.953,0,78,40,28,99.53085,30,35.773483
521,1678957400,40.021454,28,40.01337,43,26.05,28,26.949888,5.77E-06,29,26,159,0,78.15,40,28,99.71889,30,35.803604
522,1678957700,40.02843,28,40.02066,44,26.1,28,26.994055,5.77E-06,29,25,159.9,0,78.3,40,28,99.8624,29,35.761242
523,1678957800,40.03438,28,40.016376,44,26.15,28,27.038473,5.77E-06,29,25,159.833,0,78.45,40,28,99.96216,30,35.758198
524,1678958000,40.0179,28,40.00661,44,26.2,28,27.08287,1.11E-06,29,26,159.757,0,78.6,40,28,99.78419,29,35.801514
525,1678958100,40.0248,28,40.016743,44,26.25,28,27.127247,1.11E-06,30,26,160.41,0,78.75,40,28,99.87545,30,35.773655
526,1678958300,40.034435,28,40.02784,44,26.3,28,27.171806,1.11E-06,29,26,159.333,0,78.9,40,28,99.86969,30,35.788944
527,1678958500,40.030716,28,40.012646,43,26.35,28,27.216064,1.11E-06,29,26,159.53,0,79.05,40,28,99.95398,30,35.792168
528,1678958600,40.04273,28,40.022152,43,26.4,28,27.260378,1.11E-06,29,25,160.303,0,79.2,40,28,99.852585,30,35.773605
529,1678958700,40.017998,28,39.99841,44,26.45,28,27.304907,1.11E-06,29,25,159.288,0,79.35,40,28,99.61681,30,35.76477
530,1678959000,40.017807,28,40.01162,44,26.5,28,27.349154,1.11E-06,29,25,160.446,0,79.5,40,28,99.677086,30,35.786846
531,1678959100,40.03813,28,40.022354,44,26.55,28,27.393723,1.11E-06,30,25,160.2,0,79.65,40,28,99.72734,30,35.79037
532,1678959200,40.034275,28,40.030754,44,26.6,28,27.438223,1.11E-06,30,26,159.328,0,79.8,40,28,99.64999,29,35.802166
533,1678959400,40.01691,28,40.004227,44,26.65,28,27.48248,1.11E-06,29,25,160.516,0,79.95,40,28,99.47285,30,35.77212
534,1678959600,40.02013,28,40.009533,44,26.7,28,27.527067,1.11E-06,30,26,159.497,0,80.1,40,28,99.52989,30,35.796
535,1678959700,40.031406,28,40.019924,44,26.75,28,27.571373,1.11E-06,29,26,159.582,0,80.25,40,28,99.70699,30,35.797863
536,1678959900,40.024162,28,40.01727,44,26.8,28,27.615702,1.11E-06,29,25,160.143,0,80.4,40,28,99.57293,30,35.787594
537,1678960000,40.025284,28,40.01586,44,26.85,28,27.660185,1.11E-06,29,26,159.119,0,80.55,40,28,99.898636,30,35.796288
538,1678960300,40.021847,28,40.01851,44,26.9,28,27.704384,1.11E-06,29,26,159.676,0,80.7,40,28,100.01025,30,35.830135
539,1678960400,40.020435,28,40.02061,44,26.95,28,27.74874,1.11E-06,30,26,160.396,0,80.85,40,28,99.88504,30,35.79503
540,1678960500,40.02517,28,40.00365,44,27,28,27.793293,1.11E-06,29,26,159.233,0,81,40,28,99.82683,30,35.772526
541,1678960600,40.021255,28,40.012066,44,27.05,28,27.837524,1.11E-06,29,26,159.743,0,81.15,40,28,99.88179,30,35.800682
542,1678960900,40.010555,28,40.000046,44,27.1,28,27.881899,1.11E-06,29,26,160.061,0,81.3,40,29,100.063896,30,35.84052
543,1678961000,40.025238,28,40.012775,44,27.15,28,27.92636,1.11E-06,29,26,159.639,0,81.45,40,28,100.00911,30,35.816475
544,1678961200,40.018353,28,40.01413,44,27.2,28,27.970703,1.11E-06,30,26,160.067,0,81.6,40,28,100.01204,30,35.87233
545,1678961300,40.03263,28,40.01996,44,27.25,28,28.015167,1.11E-06,29,25,158.8,0,81.75,40,28,99.837715,30,35.84155
546,1678961500,39.99599,28,39.98546,44,27.3,28,28.059278,1.11E-06,29,25,160.369,0,81.9,40,28,99.7306,30,35.84465
547,1678961700,40.050858,28,40.037144,44,27.35,28,28.103825,1.11E-06,30,26,159.731,0,82.05,40,28,99.75717,30,35.791782
548,1678961800,40.03443,28,40.019833,44,27.4,28,28.148195,1.11E-06,29,26,159.357,0,82.2,40,28,99.8081,30,35.821514
549,1678961900,40.031216,28,40.02186,44,27.45,28,28.192461,1.11E-06,29,26,159.893,0,82.35,40,28,99.75821,30,35.835663
550,1678962200,40.014362,28,40.009007,44,27.5,28,28.236876,1.11E-06,30,26,160.15,0,82.5,40,29,99.84311,30,35.85138
551,1678962300,40.03382,28,40.028854,44,27.55,28,28.28136,1.11E-06,29,26,159.7,0,82.65,40,28,99.984215,30,35.83014
552,1678962400,40.018074,28,40.015354,44,27.6,28,28.325722,1.11E-06,29,26,160.15,0,82.8,40,29,100.14928,30,35.86859
553,1678962600,40.01625,28,39.999573,44,27.65,28,28.370209,1.11E-06,30,25,158.583,0,82.95,40,29,100.14737,30,35.8603
554,1678962800,40.045963,28,40.03578,44,27.7,28,28.414259,1.11E-06,30,26,159.848,0,83.1,40,28,100.31873,30,35.822834
555,1678963000,40.022247,28,40.010937,44,27.75,28,28.458662,1.11E-06,30,26,160.319,0,83.25,40,29,100.15357,30,35.86359
556,1678963100,40.016045,28,40.002285,44,27.8,28,28.503195,1.11E-06,30,25,159.166,0,83.4,40,28,100.04705,30,35.85116
557,1678963200,40.015263,28,40.012287,44,27.85,28,28.547407,1.11E-06,29,26,159.834,0,83.55,40,28,100.04898,30,35.87668
558,1678963500,40.033314,28,40.023922,44,27.9,28,28.591806,1.11E-06,30,26,159.681,0,83.7,40,29,99.983864,30,35.83986
559,1678963600,40.02073,28,40.01082,44,27.95,28,28.636162,1.11E-06,29,25,159.552,0,83.85,40,28,99.75004,30,35.835136
560,1678963700,40.017776,28,40.011845,44,28,28,28.680481,1.11E-06,29,26,160.017,0,84,40,29,99.962555,30,35.86563
561,1678963800,40.011414,28,40.004974,44,28.05,28,28.72493,1.11E-06,30,26,159.022,0,84.15,40,29,99.872635,30,35.875263
562,1678964100,40.018375,28,40.01189,44,28.1,28,28.769104,1.11E-06,29,26,160.061,0,84.3,40,29,99.88692,30,35.862015
563,1678964200,40.012917,28,40.007225,44,28.15,28,28.813564,1.11E-06,29,26,159.767,0,84.45,40,29,99.79083,30,35.854557
564,1678964400,40.027966,28,40.016735,44,28.2,28,28.857944,1.11E-06,29,25,159.483,0,84.6,40,28,99.75589,30,35.855522
565,1678964500,40.035553,28,40.02683,44,28.25,28,28.902245,1.11E-06,29,25,160.462,0,84.75,40,29,99.6669,30,35.828434
566,1678964700,40.0391,28,40.018677,44,28.3,28,28.946817,1.11E-06,29,26,159.855,0,84.9,40,29,99.89689,30,35.856827
567,1678964900,40.007393,28,40.004032,44,28.35,28,28.991222,1.11E-06,29,26,159.55,0,85.05,40,29,100.06311,30,35.881702
568,1678965000,40.031548,28,40.01914,44,28.4,28,29.035542,1.11E-06,29,26,160.45,0,85.2,40,29,100.0391,30,35.849606
569,1678965100,40.010418,28,40.003567,44,28.45,28,29.08011,1.11E-06,29,26,158.725,0,85.35,40,29,100.055214,30,35.88321
570,1678965400,40.017925,28,40.012764,44,28.5,28,29.1242,1.11E-06,30,26,160.16,0,85.5,40,29,100.23326,30,35.88944
571,1678965500,40.021812,28,40.015736,44,28.55,28,29.16869,1.11E-06,29,26,159.857,0,85.65,40,29,100.33025,30,35.91373
572,1678965600,40.01598,28,40.00274,44,28.6,28,29.213095,1.11E-06,29,25,159.635,0,85.8,40,29,99.9271,30,35.875122
573,1678965800,40.021305,28,40.011288,44,28.65,28,29.257439,1.11E-06,30,26,159.723,0,85.95,40,29,100.07475,30,35.866627
574,1678966000,39.99646,28,39.990868,44,28.7,28,29.301805,1.11E-06,29,26,160.357,0,86.1,40,29,99.98336,30,35.912743
575,1678966100,40.009583,28,39.99875,44,28.75,28,29.34635,1.11E-06,29,25,159.943,0,86.25,40,29,99.86347,30,35.893612
576,1678966300,40.007736,28,39.999603,44,28.8,28,29.390778,1.11E-06,29,25,159.985,0,86.4,40,29,99.787964,30,35.909016
577,1678966400,40.020023,28,40.006725,44,28.85,28,29.435219,2.42E-06,30,26,159.715,0,86.55,40,29,99.81356,30,35.862846
578,1678966700,40.004734,28,40.003323,44,28.9,28,29.479584,2.42E-06,30,26,159.333,0,86.7,40,29,99.68188,30,35.87932
579,1678966800,40.02015,28,40.01508,44,28.95,28,29.523842,2.42E-06,29,26,160,0,86.85,40,29,99.894516,30,35.91687
580,1678966900,40.0049,28,39.989384,44,29,28,29.568287,2.42E-06,29,25,159.767,0,87,40,29,99.70516,30,35.898975
581,1678967000,40.009308,28,40.009377,44,29.05,28,29.612667,2.42E-06,29,25,159.525,0,87.15,40,29,99.66084,30,35.926456
582,1678967300,40.00708,28,40.004253,44,29.1,28,29.656979,2.42E-06,29,25,160.208,0,87.3,40,29,99.80403,30,35.913563
583,1678967400,40.002235,28,39.992596,44,29.15,28,29.70148,2.42E-06,30,26,159.333,0,87.45,40,29,99.921,30,35.946033
584,1678967600,40.036564,28,40.026775,44,29.2,28,29.74574,2.42E-06,30,26,160,0,87.6,40,29,100.04008,30,35.88541
585,1678967700,39.99615,28,39.99673,44,29.25,28,29.790186,2.42E-06,29,26,159.834,0,87.75,40,29,100.01984,30,35.917633
586,1678967900,39.988132,28,39.98505,44,29.3,28,29.834583,2.42E-06,29,26,159.038,0,87.9,40,29,99.90829,30,35.924343
587,1678968000,40.012188,28,40.003998,44,29.35,28,29.878761,2.42E-06,30,25,159.916,0,88.05,40,29,99.89988,30,35.91339
588,1678968200,40.00081,28,39.99806,44,29.4,28,29.923182,2.42E-06,29,25,159.346,0,88.2,40,29,99.90327,30,35.930115
589,1678968300,40.011127,28,40.00939,44,29.45,28,29.967445,2.42E-06,29,26,160.018,0,88.35,40,29,99.842834,30,35.900814
590,1678968600,40.01405,28,40.000202,44,29.5,28,30.011894,2.42E-06,29,26,159.682,0,88.5,40,29,99.7406,30,35.93956
591,1678968700,39.980824,28,39.981564,44,29.55,28,30.05625,2.42E-06,29,26,159.9,0,88.65,40,29,99.727066,30,35.941456
592,1678968800,40.00342,28,39.999043,44,29.6,28,30.100666,2.42E-06,29,25,159.533,0,88.8,40,29,99.81678,30,35.93142
593,1678969000,39.99322,28,39.9812,44,29.65,28,30.144981,2.42E-06,29,26,159.667,0,88.95,40,29,99.62032,30,35.948116
594,1678969200,40.004837,28,40.004658,44,29.7,28,30.189333,2.42E-06,29,25,159.9,0,89.1,40,29,99.588646,30,35.943645
595,1678969300,40.01369,28,40.011272,44,29.75,28,30.23375,2.42E-06,30,26,160.166,0,89.25,40,29,99.615166,30,35.91823
596,1678969500,39.991104,28,39.988605,44,29.8,28,30.27824,2.42E-06,29,25,158.634,0,89.4,40,29,99.67533,30,35.934288
